Station_ID,State,Latitude,Longitude,Timestamp,Water_Level_MBGL,Temperature_C,Battery_Voltage,Signal_Strength,Data_Quality
DWLR_Station_1001,Maharashtra,25.801693,68.460452,2024-01-21 18:00:00,24.291,28.0,13.65,-50,Fair
DWLR_Station_1001,Maharashtra,24.728885,86.68734,2024-01-22 00:00:00,24.314,33.5,12.88,-44,Poor
DWLR_Station_1001,Maharashtra,29.696824,84.777962,2024-01-22 06:00:00,24.428,17.5,14.01,-41,Poor
DWLR_Station_1001,Maharashtra,24.884993,72.111596,2024-01-22 12:00:00,24.309,30.8,13.25,-46,Poor
DWLR_Station_1001,Maharashtra,17.963374,78.747912,2024-01-22 18:00:00,24.319,33.4,12.63,-63,Good
DWLR_Station_1001,Maharashtra,21.741364,68.656933,2024-01-23 00:00:00,24.359,33.3,12.4,-56,Poor
DWLR_Station_1001,Maharashtra,19.967355,76.378509,2024-01-23 06:00:00,24.391,33.3,12.67,-59,Poor
DWLR_Station_1001,Maharashtra,20.303474,87.510826,2024-01-23 12:00:00,24.329,24.2,13.14,-59,Good
DWLR_Station_1001,Maharashtra,11.706993,87.937485,2024-01-23 18:00:00,24.279,25.0,13.23,-68,Poor
DWLR_Station_1001,Maharashtra,25.99564,74.98774,2024-01-24 00:00:00,24.316,24.4,13.3,-52,Poor
DWLR_Station_1001,Maharashtra,19.441339,79.296823,2024-01-24 06:00:00,24.355,16.3,13.66,-79,Good
DWLR_Station_1001,Maharashtra,19.940239,83.307126,2024-01-24 12:00:00,24.313,17.1,12.6,-42,Good
DWLR_Station_1001,Maharashtra,25.064924,73.446037,2024-01-24 18:00:00,24.35,32.9,13.06,-48,Fair
DWLR_Station_1001,Maharashtra,10.54192,72.439443,2024-01-25 00:00:00,24.364,19.6,13.41,-73,Fair
DWLR_Station_1001,Maharashtra,12.082172,83.998322,2024-01-25 06:00:00,24.421,18.6,13.37,-73,Fair
DWLR_Station_1001,Maharashtra,24.445339,85.113929,2024-01-25 12:00:00,24.34,31.6,12.75,-44,Poor
DWLR_Station_1001,Maharashtra,12.821637,76.127846,2024-01-25 18:00:00,24.288,21.5,12.01,-71,Poor
DWLR_Station_1001,Maharashtra,27.853434,84.348871,2024-01-26 00:00:00,24.313,21.8,12.42,-79,Poor
DWLR_Station_1001,Maharashtra,17.261184,68.684562,2024-01-26 06:00:00,24.432,31.6,12.63,-51,Good
DWLR_Station_1001,Maharashtra,14.390211,87.490945,2024-01-26 12:00:00,24.366,30.6,12.07,-51,Poor
DWLR_Station_1001,Maharashtra,19.748624,85.891045,2024-01-26 18:00:00,24.29,31.0,12.82,-64,Fair
DWLR_Station_1001,Maharashtra,22.669564,73.157754,2024-01-27 00:00:00,24.354,17.8,13.8,-77,Good
DWLR_Station_1001,Maharashtra,12.645524,86.011446,2024-01-27 06:00:00,24.364,28.8,13.44,-75,Good
DWLR_Station_1001,Maharashtra,21.08356,81.028408,2024-01-27 12:00:00,24.316,31.6,12.3,-59,Good
DWLR_Station_1001,Maharashtra,12.737713,86.000373,2024-01-27 18:00:00,24.309,32.5,13.23,-69,Fair
DWLR_Station_1001,Maharashtra,21.465888,84.762139,2024-01-28 00:00:00,24.348,23.1,13.65,-79,Fair
DWLR_Station_1001,Maharashtra,13.325667,82.760672,2024-01-28 06:00:00,24.446,16.7,13.25,-55,Fair
DWLR_Station_1001,Maharashtra,24.430657,80.208093,2024-01-28 12:00:00,24.366,34.0,12.75,-57,Good
DWLR_Station_1001,Maharashtra,28.736595,82.651442,2024-01-28 18:00:00,24.297,19.3,11.87,-61,Good
DWLR_Station_1001,Maharashtra,26.928157,87.104726,2024-01-29 00:00:00,24.357,18.1,13.3,-79,Poor
DWLR_Station_1001,Maharashtra,12.131965,69.502756,2024-01-29 06:00:00,24.396,29.6,12.99,-41,Poor
DWLR_Station_1001,Maharashtra,26.382046,83.988318,2024-01-29 12:00:00,24.32,28.9,12.45,-47,Fair
DWLR_Station_1001,Maharashtra,12.061875,74.291931,2024-01-29 18:00:00,24.293,31.1,14.11,-64,Good
DWLR_Station_1001,Maharashtra,13.702659,78.838019,2024-01-30 00:00:00,24.351,32.5,13.56,-60,Poor
DWLR_Station_1001,Maharashtra,25.180717,82.482067,2024-01-30 06:00:00,24.415,27.7,14.15,-63,Fair
DWLR_Station_1001,Maharashtra,29.75336,86.881187,2024-01-30 12:00:00,24.322,15.8,13.49,-74,Fair
DWLR_Station_1001,Maharashtra,29.98707,79.116132,2024-01-30 18:00:00,24.302,24.5,12.55,-66,Poor
DWLR_Station_1002,West Bengal,29.421165,86.88533,2024-01-01 00:00:00,18.957,24.5,13.87,-42,Good
DWLR_Station_1002,West Bengal,19.102874,78.448692,2024-01-01 06:00:00,18.994,27.9,13.36,-57,Fair
DWLR_Station_1002,West Bengal,11.539064,81.925776,2024-01-01 12:00:00,18.94,21.8,13.54,-42,Good
DWLR_Station_1002,West Bengal,16.305807,78.789826,2024-01-01 18:00:00,18.892,30.8,12.57,-63,Good
DWLR_Station_1002,West Bengal,27.533308,76.350122,2024-01-02 00:00:00,18.897,24.2,14.18,-68,Poor
DWLR_Station_1002,West Bengal,20.578743,86.781354,2024-01-02 06:00:00,19.015,31.0,14.2,-52,Poor
DWLR_Station_1002,West Bengal,19.597512,80.550109,2024-01-02 12:00:00,18.94,32.5,14.16,-71,Poor
DWLR_Station_1002,West Bengal,11.833987,74.727409,2024-01-02 18:00:00,18.928,25.5,13.56,-78,Fair
DWLR_Station_1002,West Bengal,27.056436,82.311066,2024-01-03 00:00:00,18.915,26.8,12.47,-66,Poor
DWLR_Station_1002,West Bengal,18.555463,75.686533,2024-01-03 06:00:00,18.996,28.6,12.32,-44,Poor
DWLR_Station_1002,West Bengal,28.89464,77.34803,2024-01-03 12:00:00,18.972,27.3,12.2,-77,Fair
DWLR_Station_1002,West Bengal,14.633434,86.854635,2024-01-03 18:00:00,18.898,28.0,13.26,-71,Poor
DWLR_Station_1002,West Bengal,10.734639,87.145405,2024-01-04 00:00:00,18.951,31.5,13.72,-58,Fair
DWLR_Station_1002,West Bengal,27.675718,86.555046,2024-01-04 06:00:00,18.994,34.9,12.22,-46,Fair
DWLR_Station_1002,West Bengal,13.077918,84.316662,2024-01-04 12:00:00,18.969,19.5,12.34,-56,Good
DWLR_Station_1002,West Bengal,21.858799,79.601724,2024-01-04 18:00:00,18.925,16.8,13.91,-78,Good
DWLR_Station_1002,West Bengal,10.887533,85.043871,2024-01-05 00:00:00,18.952,15.7,12.59,-56,Poor
DWLR_Station_1002,West Bengal,21.017147,69.739735,2024-01-05 06:00:00,18.97,23.2,12.69,-73,Fair
DWLR_Station_1002,West Bengal,20.65205,87.242439,2024-01-05 12:00:00,18.951,17.2,13.95,-68,Good
DWLR_Station_1002,West Bengal,27.024138,77.902931,2024-01-05 18:00:00,18.907,24.6,13.22,-78,Good
DWLR_Station_1002,West Bengal,21.314639,73.340565,2024-01-06 00:00:00,18.983,32.6,13.71,-41,Good
DWLR_Station_1002,West Bengal,14.905711,71.146813,2024-01-06 06:00:00,18.984,18.2,12.6,-56,Good
DWLR_Station_1002,West Bengal,27.632743,87.226306,2024-01-06 12:00:00,18.938,24.3,13.91,-71,Poor
DWLR_Station_1002,West Bengal,26.398938,72.572503,2024-01-06 18:00:00,18.919,33.2,11.8,-79,Good
DWLR_Station_1002,West Bengal,10.127717,73.740763,2024-01-07 00:00:00,18.959,27.3,14.15,-64,Poor
DWLR_Station_1002,West Bengal,12.316877,75.533907,2024-01-07 06:00:00,19.034,15.2,13.76,-75,Fair
DWLR_Station_1002,West Bengal,17.843024,71.589946,2024-01-07 12:00:00,18.982,30.1,13.69,-61,Poor
DWLR_Station_1002,West Bengal,23.757714,69.356741,2024-01-07 18:00:00,18.904,21.0,13.5,-59,Good
DWLR_Station_1002,West Bengal,11.158409,69.493888,2024-01-08 00:00:00,18.956,32.0,14.18,-52,Fair
DWLR_Station_1002,West Bengal,18.919166,80.951473,2024-01-08 06:00:00,19.047,26.9,12.72,-52,Fair
DWLR_Station_1002,West Bengal,23.665908,76.918054,2024-01-08 12:00:00,18.992,20.5,14.19,-64,Poor
DWLR_Station_1002,West Bengal,12.043872,85.084195,2024-01-08 18:00:00,18.909,25.5,13.78,-70,Fair
DWLR_Station_1002,West Bengal,15.465191,87.017271,2024-01-09 00:00:00,18.985,18.0,12.84,-60,Poor
DWLR_Station_1002,West Bengal,28.19049,85.147202,2024-01-09 06:00:00,19.038,34.3,13.62,-76,Fair
DWLR_Station_1002,West Bengal,27.881984,72.599092,2024-01-09 12:00:00,18.961,19.3,11.87,-56,Poor
DWLR_Station_1002,West Bengal,24.298481,79.255006,2024-01-09 18:00:00,18.917,24.4,13.1,-56,Good
DWLR_Station_1002,West Bengal,25.418437,84.895665,2024-01-10 00:00:00,18.971,30.2,13.3,-57,Poor
DWLR_Station_1002,West Bengal,28.416957,80.333006,2024-01-10 06:00:00,19.023,30.9,12.96,-67,Poor
DWLR_Station_1002,West Bengal,14.950799,79.168253,2024-01-10 12:00:00,18.997,19.5,12.19,-59,Good
DWLR_Station_1002,West Bengal,21.639428,73.379868,2024-01-10 18:00:00,18.944,31.0,12.54,-68,Poor
DWLR_Station_1002,West Bengal,23.609133,75.910902,2024-01-11 00:00:00,18.963,34.5,13.53,-70,Poor
DWLR_Station_1002,West Bengal,23.899638,85.202448,2024-01-11 06:00:00,18.992,30.6,11.9,-59,Fair
DWLR_Station_1002,West Bengal,12.055848,79.41809,2024-01-11 12:00:00,18.953,15.4,12.96,-53,Poor
DWLR_Station_1002,West Bengal,24.049299,79.192974,2024-01-11 18:00:00,18.924,15.2,12.58,-79,Fair
DWLR_Station_1002,West Bengal,11.650171,84.490281,2024-01-12 00:00:00,18.988,22.2,12.57,-43,Good
DWLR_Station_1002,West Bengal,21.350817,81.789299,2024-01-12 06:00:00,19.019,31.0,12.28,-41,Fair
DWLR_Station_1002,West Bengal,10.631723,86.724245,2024-01-12 12:00:00,18.995,16.0,13.1,-69,Fair
DWLR_Station_1002,West Bengal,27.419382,82.281739,2024-01-12 18:00:00,18.936,31.0,12.61,-74,Good
DWLR_Station_1002,West Bengal,21.949517,83.676651,2024-01-13 00:00:00,18.982,24.6,11.9,-67,Fair
DWLR_Station_1002,West Bengal,11.6326,69.207042,2024-01-13 06:00:00,19.058,19.9,12.18,-62,Good
DWLR_Station_1002,West Bengal,23.174156,77.963914,2024-01-13 12:00:00,18.979,26.1,13.53,-59,Poor
DWLR_Station_1002,West Bengal,16.646293,78.849573,2024-01-13 18:00:00,18.907,24.9,12.0,-46,Poor
DWLR_Station_1002,West Bengal,14.071566,84.809048,2024-01-14 00:00:00,18.962,18.5,14.11,-57,Fair
DWLR_Station_1002,West Bengal,18.509867,74.9187,2024-01-14 06:00:00,18.992,22.4,14.17,-57,Poor
DWLR_Station_1002,West Bengal,21.761168,68.587889,2024-01-14 12:00:00,18.99,22.9,13.25,-66,Good
DWLR_Station_1002,West Bengal,28.014037,76.434419,2024-01-14 18:00:00,18.98,20.5,13.22,-69,Poor
DWLR_Station_1002,West Bengal,26.719961,72.715842,2024-01-15 00:00:00,18.959,30.5,12.77,-51,Good
DWLR_Station_1002,West Bengal,13.593662,72.750866,2024-01-15 06:00:00,18.977,34.4,12.23,-76,Poor
DWLR_Station_1002,West Bengal,11.947868,76.100416,2024-01-15 12:00:00,18.97,26.9,13.19,-61,Fair
DWLR_Station_1002,West Bengal,21.859017,71.270477,2024-01-15 18:00:00,18.908,22.8,14.13,-79,Poor
DWLR_Station_1002,West Bengal,17.933196,72.740557,2024-01-16 00:00:00,19.008,19.7,13.92,-67,Poor
DWLR_Station_1002,West Bengal,16.617787,76.975551,2024-01-16 06:00:00,19.055,28.4,12.15,-76,Poor
DWLR_Station_1002,West Bengal,24.135544,71.340838,2024-01-16 12:00:00,18.987,18.4,11.89,-44,Good
DWLR_Station_1002,West Bengal,17.134641,78.670239,2024-01-16 18:00:00,18.896,30.6,13.49,-53,Good
DWLR_Station_1002,West Bengal,20.798117,68.683755,2024-01-17 00:00:00,18.979,34.7,12.1,-44,Fair
DWLR_Station_1002,West Bengal,28.732114,68.786871,2024-01-17 06:00:00,19.047,17.4,12.89,-76,Good
DWLR_Station_1002,West Bengal,23.764157,75.94758,2024-01-17 12:00:00,18.979,24.6,13.45,-47,Poor
DWLR_Station_1002,West Bengal,16.462613,87.461955,2024-01-17 18:00:00,18.908,26.6,12.41,-58,Poor
DWLR_Station_1002,West Bengal,10.599472,74.158599,2024-01-18 00:00:00,18.96,29.1,12.28,-73,Good
DWLR_Station_1002,West Bengal,29.398241,69.878014,2024-01-18 06:00:00,19.035,28.5,12.87,-76,Poor
DWLR_Station_1002,West Bengal,14.882946,84.617544,2024-01-18 12:00:00,18.975,32.3,13.64,-54,Fair
DWLR_Station_1002,West Bengal,28.618974,81.790535,2024-01-18 18:00:00,18.927,28.5,12.32,-65,Fair
DWLR_Station_1002,West Bengal,21.543705,74.971473,2024-01-19 00:00:00,18.989,18.2,13.25,-72,Good
DWLR_Station_1002,West Bengal,27.328773,87.866739,2024-01-19 06:00:00,19.049,30.0,12.02,-50,Good
DWLR_Station_1002,West Bengal,18.082806,74.540663,2024-01-19 12:00:00,18.99,28.4,13.74,-63,Fair
DWLR_Station_1002,West Bengal,27.557823,74.343914,2024-01-19 18:00:00,18.936,32.4,12.7,-74,Fair
DWLR_Station_1002,West Bengal,23.909344,75.771162,2024-01-20 00:00:00,18.955,24.0,12.37,-46,Good
DWLR_Station_1002,West Bengal,14.545393,69.463918,2024-01-20 06:00:00,18.998,27.1,13.4,-71,Good
DWLR_Station_1002,West Bengal,20.847273,87.029571,2024-01-20 12:00:00,18.981,31.9,13.99,-52,Good
DWLR_Station_1002,West Bengal,16.824957,75.603912,2024-01-20 18:00:00,18.963,23.0,13.19,-45,Poor
DWLR_Station_1002,West Bengal,26.259715,82.362462,2024-01-21 00:00:00,19.01,34.1,11.84,-58,Good
DWLR_Station_1002,West Bengal,18.617242,85.934286,2024-01-21 06:00:00,19.043,16.4,14.09,-45,Good
DWLR_Station_1002,West Bengal,12.028417,77.717435,2024-01-21 12:00:00,18.978,20.1,12.48,-54,Poor
DWLR_Station_1002,West Bengal,28.592118,78.645204,2024-01-21 18:00:00,18.943,26.6,12.02,-51,Fair
DWLR_Station_1002,West Bengal,18.270982,70.437722,2024-01-22 00:00:00,18.964,18.6,13.43,-71,Good
DWLR_Station_1002,West Bengal,25.995622,71.691703,2024-01-22 06:00:00,19.053,20.9,13.7,-45,Poor
DWLR_Station_1002,West Bengal,26.314973,75.470194,2024-01-22 12:00:00,18.967,25.5,12.07,-68,Good
DWLR_Station_1002,West Bengal,22.032236,84.383777,2024-01-22 18:00:00,18.931,32.7,12.35,-72,Good
DWLR_Station_1002,West Bengal,17.21545,86.117822,2024-01-23 00:00:00,18.964,30.4,13.14,-54,Poor
DWLR_Station_1002,West Bengal,25.61051,73.496121,2024-01-23 06:00:00,19.045,31.5,12.82,-71,Fair
DWLR_Station_1002,West Bengal,12.994079,76.478896,2024-01-23 12:00:00,18.997,18.1,12.36,-47,Poor
DWLR_Station_1002,West Bengal,19.457839,78.707162,2024-01-23 18:00:00,18.949,18.6,12.55,-46,Good
DWLR_Station_1002,West Bengal,14.638942,75.81812,2024-01-24 00:00:00,19.006,26.9,12.99,-79,Fair
DWLR_Station_1002,West Bengal,15.490805,79.940938,2024-01-24 06:00:00,19.081,28.5,12.86,-42,Poor
DWLR_Station_1002,West Bengal,22.064388,74.744543,2024-01-24 12:00:00,19.008,33.1,13.65,-45,Poor
DWLR_Station_1002,West Bengal,11.713165,85.883817,2024-01-24 18:00:00,18.927,18.8,12.58,-75,Fair
DWLR_Station_1002,West Bengal,20.381196,69.352251,2024-01-25 00:00:00,18.977,31.0,12.36,-60,Good
DWLR_Station_1002,West Bengal,15.422949,79.85624,2024-01-25 06:00:00,19.035,28.6,12.35,-78,Poor
DWLR_Station_1002,West Bengal,29.90961,76.927047,2024-01-25 12:00:00,18.959,21.7,13.19,-45,Poor
DWLR_Station_1002,West Bengal,29.233315,80.699201,2024-01-25 18:00:00,18.912,30.1,12.21,-51,Poor
DWLR_Station_1002,West Bengal,16.95143,81.298234,2024-01-26 00:00:00,19.022,30.9,14.03,-58,Good
DWLR_Station_1002,West Bengal,17.986318,71.04832,2024-01-26 06:00:00,19.034,34.8,14.02,-80,Poor
DWLR_Station_1002,West Bengal,22.471714,69.782489,2024-01-26 12:00:00,18.992,30.1,12.11,-65,Fair
DWLR_Station_1002,West Bengal,20.136769,71.18608,2024-01-26 18:00:00,18.965,16.3,12.08,-58,Fair
DWLR_Station_1002,West Bengal,11.752855,86.739156,2024-01-27 00:00:00,18.976,26.1,12.53,-58,Poor
DWLR_Station_1002,West Bengal,28.84774,85.466733,2024-01-27 06:00:00,19.015,18.2,13.69,-66,Poor
DWLR_Station_1002,West Bengal,17.612466,85.559486,2024-01-27 12:00:00,18.993,32.4,13.73,-65,Fair
DWLR_Station_1002,West Bengal,14.23965,84.3747,2024-01-27 18:00:00,18.94,21.5,11.85,-54,Fair
DWLR_Station_1002,West Bengal,29.512204,80.819442,2024-01-28 00:00:00,18.972,31.4,12.12,-48,Poor
DWLR_Station_1002,West Bengal,28.455144,77.741238,2024-01-28 06:00:00,19.069,27.1,13.64,-78,Fair
DWLR_Station_1002,West Bengal,19.56468,78.122151,2024-01-28 12:00:00,18.977,19.7,11.99,-69,Good
DWLR_Station_1002,West Bengal,29.316443,76.649958,2024-01-28 18:00:00,18.95,21.2,13.01,-63,Good
DWLR_Station_1002,West Bengal,10.00665,68.353756,2024-01-29 00:00:00,19.009,27.1,12.68,-50,Good
DWLR_Station_1002,West Bengal,11.226993,83.615232,2024-01-29 06:00:00,19.036,24.2,11.94,-70,Good
